Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
مُصیبت میں کسی پر اعتبار نہیں رہتا,ALL CATS ARE GREY IN THE DARK,all cats are grey in the dark,1.0,yes,"When it comes to choosing a new job, remember that all cats are grey in the dark; what truly matters is how you feel about it in the light of day.","'مُصیبت میں کسی پر اعتبار نہیں رہتا' means 'all cats are grey in the dark'. Given the above knowledge translate the following sentence to Urdu: 'When it comes to choosing a new job, remember that all cats are grey in the dark; what truly matters is how you feel about it in the light of day.'",نئی نوکری کا انتخاب کرتے وقت یاد رکھیں کہ مُصیبت میں کسی پر اعتبار نہیں رہتا; واقعی اہم ہے کہ روشنی کے وقت آپ کیسا محسوس کرتے ہیں۔,جب نئی نوکری منتخب کرنے کی بات ہو تو یاد رکھیں کہ مُصیبت میں کسی پر اعتبار نہیں رہتا؛ اصل اہمیت اس بات کی ہے کہ دن کی روشنی میں آپ اس کے بارے میں کیسا محسوس کرتے ہیں۔,2.0,2.0,1.0,1.0
غم سے مر جانا,BREAK THE HEART,break someone's heart,0.8966368436813354,yes,Seeing her walk away with someone else was enough to break his heart.,'غم سے مر جانا' means 'break someone's heart'. Given the above knowledge translate the following sentence to Urdu: 'Seeing her walk away with someone else was enough to break his heart.',اُسے کسی اور کے ساتھ چلتے ہوئے دیکھ کر اس کا دل غم سے مر گیا۔,اسے کسی اور کے ساتھ جاتے ہوئے دیکھنا اس کے غم سے مر جانے کے لئے کافی تھا۔,3.0,3.0,2.0,1.0
آغاز کرنا,BREAK THE ICE,break the ice,1.0,yes,"At the networking event, Sarah told a funny story to break the ice and get everyone laughing.","'آغاز کرنا' means 'break the ice'. Given the above knowledge translate the following sentence to Urdu: 'At the networking event, Sarah told a funny story to break the ice and get everyone laughing.'",نیٹ ورکنگ واقعت میں، سارہ نے ایک مزیدار کہانی سنا کر آغاز کیا اور سب کو ہنسی میں مبتلا کر دیا۔,نیٹ ورکنگ ایونٹ میں، سارہ نے ایک مزاحیہ کہانی سنائی تاکہ آغاز کرے اور سب کو ہنسائے۔,2.0,2.0,2.0,1.0
مر جانا,BREATHE ONE'S LAST,breathe one's last,1.0,yes,"After a long battle with illness, the venerable old professor finally breathed his last, surrounded by his loved ones.","'مر جانا' means 'breathe one's last'. Given the above knowledge translate the following sentence to Urdu: 'After a long battle with illness, the venerable old professor finally breathed his last, surrounded by his loved ones.'",بیماری کی لمبی جدوجہد کے بعد، عزیز پروفیسر نے آخری سانس لی، اپنوں کے گرد ہونے کے باوجود۔,طویل بیماری سے لڑنے کے بعد، معزز بوڑھے پروفیسر نے آخر کار اپنے پیاروں کے درمیان مر جانا۔,3.0,3.0,2.0,1.0
ظاہر کرنا,BRING TO LIGHT,make light of,0.8164934515953064,no,You need to stop making light of this situation,'ظاہر کرنا' means 'make light of'. Given the above knowledge translate the following sentence to Urdu: 'You need to stop making light of this situation',آپ کو اس صورتحال کو ظاہر کرنا بند کرنا چاہیے۔,تمہیں اس صورتحال کو ظاہر کرنا بند کرنا ہوگا۔,1.0,1.0,1.0,1.0
وجہ بننا,BRING TO PASS,come to pass,0.8399646878242493,no,This moment which has come to pass shall remain the most memorable for me in my life time .,'وجہ بننا' means 'come to pass'. Given the above knowledge translate the following sentence to Urdu: 'This moment which has come to pass shall remain the most memorable for me in my life time .',یہ لمحہ جو وجہ بنا ہے میرے عمر بھر کے لیے سب سے یادگار رہے گا۔,یہ لمحہ جو وجہ بنا میری زندگی میں سب سے یادگار رہے گا۔,3.0,3.0,1.0,1.0
شرط منوانا,BRING TO TERMS,come to terms with,0.7645647525787354,yes,"After years of struggling with her father's death, she finally managed to come to terms with her grief.","'شرط منوانا' means 'come to terms with'. Given the above knowledge translate the following sentence to Urdu: 'After years of struggling with her father's death, she finally managed to come to terms with her grief.'",سالوں تک اپنے والد کی موت سے جدوجہد کرنے کے بعد، اس نے ان کی غم سے شرط منوائی۔,سالوں تک اپنے والد کی موت کے ساتھ جدوجہد کرنے کے بعد، آخرکار وہ اپنے غم کو شرط منوانے میں کامیاب ہو گئی۔,2.0,2.0,1.0,1.0
آخر پر,BRING UP THE REAR,bring up the rear,1.0,yes,"Despite his best efforts, Tom always seemed to bring up the rear in every race he entered.","'آخر پر' means 'bring up the rear'. Given the above knowledge translate the following sentence to Urdu: 'Despite his best efforts, Tom always seemed to bring up the rear in every race he entered.'",توم کی ہر دوڑ میں بھی اختتام پر ہونا ہی سوا کی بات تھا، چاہے جتنی کوشش کرلیتا۔,اپنی پوری کوشش کے باوجود، ٹام ہمیشہ ہر دوڑ میں آخر پر ہی نظر آتا تھا۔,3.0,3.0,2.0,3.0
بہت مشکل سے,"BY OR WITH THE SKIN OF ONE,S TEETH",by the skin of one's teeth,0.9291951060295104,yes,I managed to catch the last train home by the skin of my teeth.,'بہت مشکل سے' means 'by the skin of one's teeth'. Given the above knowledge translate the following sentence to Urdu: 'I managed to catch the last train home by the skin of my teeth.',میں نے گھر جانے والی آخری ٹرین کو بہت مشکل سے پکڑا۔,میں بہت مشکل سے آخری ٹرین پکڑنے میں کامیاب ہوا۔,2.0,2.0,2.0,1.0
جنگل کا قانون,BY THE RULE OF THUMB,rule of thumb,0.9428696632385254,no,"As a rule of thumb , I do not start a new project on Fridays .","'جنگل کا قانون' means 'rule of thumb'. Given the above knowledge translate the following sentence to Urdu: 'As a rule of thumb , I do not start a new project on Fridays .'",جنگل کا قانون کے طور پر، میں جمعہ کو نیا منصوبہ شروع نہیں کرتا۔,جنگل کے قانون کے مطابق، میں جمعہ کے دن کوئی نیا منصوبہ شروع نہیں کرتا۔,1.0,1.0,1.0,1.0
ایک رستے میں,BY THE SAME TOKEN,by the same token,1.0,yes,"She has a knack for understanding complex theories, and by the same token, she can simplify them for others to grasp easily.","'ایک رستے میں' means 'by the same token'. Given the above knowledge translate the following sentence to Urdu: 'She has a knack for understanding complex theories, and by the same token, she can simplify them for others to grasp easily.'",وہ پیچیدہ نظریات کو سمجھنے کی خصوصیت رکھتی ہے، اور اسی رستے میں، وہ دوسروں کے لئے انہیں آسانی سے سمجھانے کی صلاحیت رکھتی ہے۔,اسے پیچیدہ نظریات سمجھنے کا ہنر حاصل ہے، اور ایک رستے میں، وہ انہیں دوسروں کے لیے آسانی سے سمجھا سکتی ہے۔,3.0,3.0,1.0,1.0
بال بال,BY THE SKIN OF ONE'S TEETH,by the skin of one's teeth,1.0000001192092896,yes,He passed the final exam by the skin of his teeth.,'بال بال' means 'by the skin of one's teeth'. Given the above knowledge translate the following sentence to Urdu: 'He passed the final exam by the skin of his teeth.',وہ آخری امتحان بال بال گزرا۔,وہ بمشکل اپنے فائنل امتحان میں پاس ہوا۔,3.0,2.0,2.0,3.0
ویسے ہی,BY THE WAY,by the way,0.9999999403953552,no,"I will not be going to the party and By the way , I do not like him too much .","'ویسے ہی' means 'by the way'. Given the above knowledge translate the following sentence to Urdu: 'I will not be going to the party and By the way , I do not like him too much .'",میں پارٹی نہیں جا رہا اور ویسے ہی، مجھے اسے زیادہ پسند نہیں ہے۔,میں پارٹی میں نہیں جا رہا اور ویسے ہی، مجھے وہ زیادہ پسند نہیں۔,3.0,3.0,1.0,1.0
زبانی طور پر,BY WORD OF MOUTH,word of mouth,0.9399676322937012,yes,"The small café gained popularity purely through word of mouth, attracting a steady stream of loyal customers.","'زبانی طور پر' means 'word of mouth'. Given the above knowledge translate the following sentence to Urdu: 'The small café gained popularity purely through word of mouth, attracting a steady stream of loyal customers.'",چھوٹے کیفے نے صرف زبانی طور پر مشہوری حاصل کی، ایک مستقل تعداد میں وفادار گاہکوں کو کھینچتے ہوئے۔,چھوٹے کیفے نے صرف زبانی طور پر مقبولیت حاصل کی، اور وفادار گاہکوں کی ایک مسلسل آمد کو اپنی طرف متوجہ کیا۔,3.0,3.0,3.0,3.0
گالیاں دینا,CALL NAMES,call names,1.0,no,"She was afraid that if she wore spectacles to her school , the other kids would call her names .","'گالیاں دینا' means 'call names'. Given the above knowledge translate the following sentence to Urdu: 'She was afraid that if she wore spectacles to her school , the other kids would call her names .'",وہ ڈرتی تھی کہ اگر وہ اپنی اسکول میں چشمہ پہنتی، تو دوسرے بچے اسے گالیاں دینے لگیں۔,وہ ڈرتی تھی کہ اگر وہ اسکول میں عینک پہنے گی تو باقی بچے اسے گالیاں دیں گے۔,3.0,3.0,1.0,1.0
اُلٹے بانس بریلی کو !,CARRYING COAL TO NEWCASTLE,coals to Newcastle,0.8465123176574707,yes,Bringing your own sand to the beach is like taking coals to Newcastle.,'اُلٹے بانس بریلی کو !' means 'coals to Newcastle'. Given the above knowledge translate the following sentence to Urdu: 'Bringing your own sand to the beach is like taking coals to Newcastle.','اپنی مٹی لے کر سمندر میں ڈالنا نیو کاسل لے جانے جیسا ہے۔',اپنی ریت ساحل سمندر پر لے جانا اُلٹے بانس بریلی کو لے جانے کے مترادف ہے۔,3.0,2.0,1.0,3.0
مالک بدل جانا,CHANGE HANDS,change hands,0.9999999403953552,yes,The old bookstore finally changed hands after being in the same family for three generations.,'مالک بدل جانا' means 'change hands'. Given the above knowledge translate the following sentence to Urdu: 'The old bookstore finally changed hands after being in the same family for three generations.',پرانی کتب خانہ تین نسلوں تک ایک ہی خاندان میں تھی، آخر کار مالک بدل گیا۔,پرانا کتابوں کی دکان آخر کار تین نسلوں تک ایک ہی خاندان میں رہنے کے بعد مالک بدل گئی۔,3.0,3.0,3.0,3.0
ہاتھ کا دیا ہی کام آتا ہے ۔ نیکی کبھی نہ کبھی کام آتی ہے,CHARITY BEGINS AT HOME,charity begins at home,1.0,yes,"Before volunteering at the shelter, Sarah reminded her children that charity begins at home by helping each other with their chores.","'ہاتھ کا دیا ہی کام آتا ہے ۔ نیکی کبھی نہ کبھی کام آتی ہے' means 'charity begins at home'. Given the above knowledge translate the following sentence to Urdu: 'Before volunteering at the shelter, Sarah reminded her children that charity begins at home by helping each other with their chores.'",شیلٹر میں رضاکاری کرنے سے پہلے، سارہ نے اپنے بچوں کو یاد دلایا کہ نیکی ہاتھ کا دیا ہی کام آتا ہے، اپنے کاموں میں ایک دوسرے کی مدد کرکے۔,پناہ گاہ میں رضاکارانہ خدمت کرنے سے پہلے، سارہ نے اپنے بچوں کو یاد دلایا کہ ہاتھ کا دیا ہی کام آتا ہے، اور انہیں ایک دوسرے کے کاموں میں مدد کرنی چاہیے۔,2.0,2.0,2.0,1.0
خیرات گھر سے شروع ہوتی ہے,CHARITY BEGINS AT HOME,charity begins at home,1.0,yes,"Before volunteering at the shelter, Lisa reminded herself that charity begins at home and helped her elderly neighbor with groceries.","'خیرات گھر سے شروع ہوتی ہے' means 'charity begins at home'. Given the above knowledge translate the following sentence to Urdu: 'Before volunteering at the shelter, Lisa reminded herself that charity begins at home and helped her elderly neighbor with groceries.'",لیزا نے گاہکار کے لیے خدمت کرنے سے پہلے یاد دلایا کہ خیرات گھر سے شروع ہوتی ہے اور اپنے بوڑھے پڑوسی کی مدد کرتے ہوئے گروسریز لے گئی۔,پناہ گاہ میں رضاکارانہ خدمات انجام دینے سے پہلے، لیزا نے خود کو یاد دلایا کہ خیرات گھر سے شروع ہوتی ہے اور اس نے اپنی بزرگ پڑوسن کی گروسری میں مدد کی۔,3.0,3.0,3.0,3.0
واقع ہونا,COME OFF,get off,0.8577741384506226,no,If we get off before five o'clock the traffic will not be as bad .,'واقع ہونا' means 'get off'. Given the above knowledge translate the following sentence to Urdu: 'If we get off before five o'clock the traffic will not be as bad .',اگر ہم پانچ بجے سے پہلے واقع ہوجائیں تو ٹریفک اتنا خراب نہیں ہوگا۔,اگر ہم پانچ بجے سے پہلے واقع ہو جائیں تو ٹریفک اتنی بری نہیں ہوگی۔,3.0,3.0,1.0,1.0
عُرُوج پر پہنچنا,COME TO A HEAD,come to a head,1.0,no,The negative political climate in America seems to have come to a head .,'عُرُوج پر پہنچنا' means 'come to a head'. Given the above knowledge translate the following sentence to Urdu: 'The negative political climate in America seems to have come to a head .',امریکہ میں ناپسندیدہ سیاسی ماحول کاعروج پر پہنچنا لگتا ہے۔,امریکہ میں منفی سیاسی ماحول عُرُوج پر پہنچ چکا ہے۔,2.0,2.0,2.0,3.0
بد قسمتی کا سامنا کرنا,COME TO GRIEF,come to grief,1.0,yes,"Despite their meticulous planning, the expedition came to grief when a sudden storm capsized their boats.","'بد قسمتی کا سامنا کرنا' means 'come to grief'. Given the above knowledge translate the following sentence to Urdu: 'Despite their meticulous planning, the expedition came to grief when a sudden storm capsized their boats.'",ان کی محنت شدید تدبیر کے باوجود، سفر بد قسمتی کا سامنا کرنا پڑا جب اچانک ایک طوفان نے ان کے کشتیاں الٹ دیں۔,ان کی باریک بینی سے کی گئی منصوبہ بندی کے باوجود، ایک اچانک طوفان نے ان کی کشتیوں کو الٹ دیا اور انہیں بد قسمتی کا سامنا کرنا پڑا۔,3.0,3.0,1.0,3.0
مُحبت اور جنگ میں سب کچھ جائز ہے,ALL IS FAIR IN LOVE AND WAR,all is fair in love and war,0.9999999403953552,yes,"In the heat of competition, she justified her ruthless tactics by reminding herself that all is fair in love and war.","'مُحبت اور جنگ میں سب کچھ جائز ہے' means 'all is fair in love and war'. Given the above knowledge translate the following sentence to Urdu: 'In the heat of competition, she justified her ruthless tactics by reminding herself that all is fair in love and war.'",مقابلے کی تنازع میں، اس نے اپنی بے رحمی کے طریقے کو موجب بنایا کہ محبت اور جنگ میں سب کچھ جائز ہے۔,مقابلے کی گرمی میں، اُس نے اپنے بے رحم ہتھکنڈوں کو یہ یاد کر کے جائز قرار دیا کہ محبت اور جنگ میں سب کچھ جائز ہے۔,3.0,3.0,3.0,3.0
واقع ہونا,COME TO PASS,come to pass,0.9999998807907104,no,This moment which has come to pass shall remain the most memorable for me in my life time .,'واقع ہونا' means 'come to pass'. Given the above knowledge translate the following sentence to Urdu: 'This moment which has come to pass shall remain the most memorable for me in my life time .',یہ لمحہ جو واقع ہوا ہے، میرے عمر بھر کے لیے سب سے یادگار رہے گا۔,یہ لمحہ جو واقع ہوا ہے میری زندگی میں سب سے یادگار رہے گا۔,3.0,3.0,1.0,1.0
آئندہ کے غیر یقینی واقعہ پر بہت زیادہ انحصار کر لینا,COUNT YOUR CHICKENS BEFORE THEY ARE HATCHED,count one's chickens before they hatch,0.9176989793777466,yes,"It's important not to count your chickens before they hatch, as the deal could still fall through.","'آئندہ کے غیر یقینی واقعہ پر بہت زیادہ انحصار کر لینا' means 'count one's chickens before they hatch'. Given the above knowledge translate the following sentence to Urdu: 'It's important not to count your chickens before they hatch, as the deal could still fall through.'",'مہم کا اختتام ہونے سے پہلے آپ کو اپنے چکنوں کا حساب نہیں کرنا چاہئے، کیونکہ معاملہ ابھی بھی ناکام ہو سکتا ہے۔',یہ ضروری ہے کہ آئندہ کے غیر یقینی واقعہ پر بہت زیادہ انحصار نہ کریں، کیونکہ سودہ اب بھی ناکام ہو سکتا ہے۔,2.0,2.0,3.0,1.0
د ن دیہا ڑ ے,BROAD DAYLIGHT,in broad daylight,0.9493943452835084,yes,"The thief stole the car in broad daylight, shocking everyone in the neighborhood.","'د ن دیہا ڑ ے' means 'in broad daylight'. Given the above knowledge translate the following sentence to Urdu: 'The thief stole the car in broad daylight, shocking everyone in the neighborhood.'",چور نے چوری دن کے وقت کی، جو پورے محلے کو حیران کردیا۔,چور نے دن دیہاڑے گاڑی چوری کر لی، جس سے پورے محلے کو شدید حیرت ہوئی۔,3.0,3.0,1.0,3.0
ناچ نا جانے آنگن ٹیڑھا,A BAD WORKMAN ALWAYS QUARRELS WITH HIS TOOLS,a bad workman always blames his tools,0.8640862703323364,yes,"When his painting turned out poorly, instead of acknowledging his lack of skill, he complained that the brushes were subpar, proving the adage that a bad workman always blames his tools.","'ناچ نا جانے آنگن ٹیڑھا' means 'a bad workman always blames his tools'. Given the above knowledge translate the following sentence to Urdu: 'When his painting turned out poorly, instead of acknowledging his lack of skill, he complained that the brushes were subpar, proving the adage that a bad workman always blames his tools.'",جب اسکی تصویر نکلی برے طریقے سے، اپنی قابلیت کی کمی کو قبول کرنے کی بجائے، اس نے شکایت کی کہ برش بہت برا تھا، جس نے ثابت کیا کہ ناچ نا جانے آنگن ٹیڑھا ہوتا ہے۔,جب اس کی پینٹنگ خراب نکلی، تو اپنی مہارت کی کمی کو ماننے کے بجائے، اس نے شکایت کی کہ برش ناقص تھے، جس سے یہ کہاوت ثابت ہوتی ہے کہ ناچ نا جانے آنگن ٹیڑھا۔,3.0,3.0,3.0,1.0
خوشگوار تجربہ / آرام دہ,A BED OF ROSES,a bed of roses,1.0,no,The life of the royal family is a bed of roses in United Kingdom of Great Britain .,'خوشگوار تجربہ / آرام دہ' means 'a bed of roses'. Given the above knowledge translate the following sentence to Urdu: 'The life of the royal family is a bed of roses in United Kingdom of Great Britain .',شاہی خاندان کی زندگی برطانیہ کا خوشگوار تجربہ ہے۔,برطانیہ عظمیٰ میں شاہی خاندان کی زندگی خوشگوار تجربہ / آرام دہ ہے۔,2.0,3.0,1.0,1.0
نو نقد تیرہ اُدھار ۔ لمبے ادھار سے کم منافع بہتر ہے,A BIRD IN HAND IS WORTH THAN TWO IN BUSH,a bird in the hand is worth two in the bush,0.9734537601470948,yes,"She decided to accept the job offer rather than wait for a potentially better one, knowing that a bird in the hand is worth two in the bush.","'نو نقد تیرہ اُدھار ۔ لمبے ادھار سے کم منافع بہتر ہے' means 'a bird in the hand is worth two in the bush'. Given the above knowledge translate the following sentence to Urdu: 'She decided to accept the job offer rather than wait for a potentially better one, knowing that a bird in the hand is worth two in the bush.'",وہ فیصلہ کری کہ وہ نوکری کی پیشکش قبول کرے بجائے کے وہ ممکنہ بہتر نوکری کا انتظار کرے، جانتے ہوئے کہ نو نقد تیرہ اُدھار ۔ لمبے ادھار سے کم منافع بہتر ہے۔,اس نے فیصلہ کیا کہ وہ نوکری کی پیشکش قبول کر لے گی بجائے اس کے کہ کسی ممکنہ بہتر موقع کا انتظار کرے، کیونکہ وہ جانتی تھی کہ نو نقد تیرہ اُدھار۔,3.0,3.0,1.0,3.0
بے عزتی برداشت کرنا,A BITTER PILL TO SWALLOW,bitter pill to swallow,0.9804770946502686,yes,Losing the championship game in the final seconds was a bitter pill to swallow for the team.,'بے عزتی برداشت کرنا' means 'bitter pill to swallow'. Given the above knowledge translate the following sentence to Urdu: 'Losing the championship game in the final seconds was a bitter pill to swallow for the team.',فائنل سیکنڈ میں چیمپئن شپ کے میچ کو ہارنا ٹیم کے لیے بے عزتی برداشت کرنا تھا۔,چیمپئن شپ کا کھیل آخری سیکنڈز میں ہارنا ٹیم کے لیے بے عزتی برداشت کرنا تھا۔,2.0,2.0,1.0,1.0
دودھ کا جلا چھاچھ بھی پھونک پھونک کر پیتا ہے,A BUMT CHILD DREADS THE FIRE,a burnt child dreads the fire,0.892156720161438,no,"After his first accident , Sam is quite careful in driving now because a burnt child dreads a fire .","'دودھ کا جلا چھاچھ بھی پھونک پھونک کر پیتا ہے' means 'a burnt child dreads the fire'. Given the above knowledge translate the following sentence to Urdu: 'After his first accident , Sam is quite careful in driving now because a burnt child dreads a fire .'",سیم کو پہلے حادثے کے بعد ہوشیاری سے گاڑی چلانے کی اب اہتمام ہے کیونکہ دودھ کا جلا چھاچھ بھی پھونک پھونک کر پیتا ہے۔,پہلے حادثے کے بعد، سیم اب گاڑی چلانے میں بہت محتاط ہے کیونکہ دودھ کا جلا چھاچھ بھی پھونک پھونک کر پیتا ہے۔,3.0,3.0,3.0,3.0
ارد گرد کے ماحول میں بے چینی,A FISH OUT OF WATER,a fish out of water,1.000000238418579,yes,"When she moved to the bustling city from her quiet hometown, she felt like a fish out of water.","'ارد گرد کے ماحول میں بے چینی' means 'a fish out of water'. Given the above knowledge translate the following sentence to Urdu: 'When she moved to the bustling city from her quiet hometown, she felt like a fish out of water.'",جب وہ خاموش شہر سے شورشیلے شہر میں منتقل ہوئی، تو اس نے محسوس کیا جیسے ارد گرد کے ماحول میں بے چینی.,جب وہ اپنے پر سکون آبائی شہر سے مصروف شہر میں منتقل ہوئی، تو اسے ارد گرد کے ماحول میں بے چینی محسوس ہوئی۔,1.0,2.0,1.0,1.0
ایک چھوٹی سی چیز جو قیمتی شے کو خراب کر دیتی ہے,A FLY IN THE OINTMENT,a fly in the ointment,0.9999998807907104,yes,Everything was going perfectly for the event until the power outage became the fly in the ointment.,'ایک چھوٹی سی چیز جو قیمتی شے کو خراب کر دیتی ہے' means 'a fly in the ointment'. Given the above knowledge translate the following sentence to Urdu: 'Everything was going perfectly for the event until the power outage became the fly in the ointment.',ہر چیز تقریب کے لیے بالکل ٹھیک جا رہی تھی جب تک بجلی کا ٹوٹنا اس میں خرابی ڈال دی۔,تقریب کے لئے سب کچھ بالکل ٹھیک چل رہا تھا، یہاں تک کہ بجلی کا بریک ڈاؤن قیمتی شے کو خراب کرنے والی چھوٹی سی چیز بن گیا۔,3.0,2.0,2.0,1.0
احمق کی دولت کو ٹکاوٴ کہاں ؟,A FOOL AND HIS MONEY ARE SOON PARTED,a fool and his money are soon parted,0.9999999403953552,yes,"When Jake impulsively bought the expensive, flashy car without considering the long-term costs, it was a classic case of a fool and his money are soon parted.","'احمق کی دولت کو ٹکاوٴ کہاں ؟' means 'a fool and his money are soon parted'. Given the above knowledge translate the following sentence to Urdu: 'When Jake impulsively bought the expensive, flashy car without considering the long-term costs, it was a classic case of a fool and his money are soon parted.'",جیک نے بغیر لمبی مدت کے اخراجات کو غور کیۓ  بناۓ مہنگی، چمکیلی کار خریدنا ایک بیوقوف اور اس کے پیسے جلدی ہی الگ ہونے کا شاکیا نمونہ تھا۔,جب جیک نے بغیر طویل مدتی اخراجات پر غور کیے، مہنگی اور چمکدار گاڑی جذباتی طور پر خریدی، تو یہ احمق کی دولت کو ٹکاوٴ کہاں کا کلاسک معاملہ تھا۔,3.0,3.0,3.0,1.0
تاریخ کا روشن دور,A GOLDEN AGE,golden age,0.9618414044380188,yes,Many historians consider the period of the Renaissance to be the golden age of art and literature.,'تاریخ کا روشن دور' means 'golden age'. Given the above knowledge translate the following sentence to Urdu: 'Many historians consider the period of the Renaissance to be the golden age of art and literature.',بہت سے موارخین فن و ادب کا رنیسانس کے دور کو تاریخ کا روشن دور مانتے ہیں۔,بہت سے مؤرخین نشاۃ ثانیہ کے دور کو فن اور ادب کا تاریخ کا روشن دور مانتے ہیں۔,3.0,3.0,1.0,1.0
سونے کی چابی سے ہر تالا کھل جاتا ہے,A GOLDEN KEY OPEN ALL LOCKS,a golden key can open any door,0.8728960752487183,yes,"In the business world, a golden key can open any door, meaning that wealth and influence can often grant access to otherwise unreachable opportunities.","'سونے کی چابی سے ہر تالا کھل جاتا ہے' means 'a golden key can open any door'. Given the above knowledge translate the following sentence to Urdu: 'In the business world, a golden key can open any door, meaning that wealth and influence can often grant access to otherwise unreachable opportunities.'",کاروباری دنیا میں، ایک سونے کی چابی سے ہر تالا کھل جاتا ہے، یعنی دولت اور طاقت اکثر اوقات وہ مواقع فراہم کر سکتی ہیں جو دوسرے طریقوں سے ناقابل رسائی ہوتے ہیں۔,تجارت کی دنیا میں، سونے کی چابی سے ہر تالا کھل جاتا ہے، یعنی دولت اور اثر و رسوخ اکثر ایسی مواقع تک رسائی فراہم کر سکتے ہیں جو ورنہ ناقابلِ حصول ہوتے ہیں۔,3.0,3.0,3.0,3.0
آر کی ڈھال ٹال دے وبال,A GOLDEN KEY OPENS THE ALL LOCKS,a golden key can open any door,0.8747172355651855,yes,"In the world of business, a golden key can open any door, meaning that wealth and influence can help you achieve almost anything.","'آر کی ڈھال ٹال دے وبال' means 'a golden key can open any door'. Given the above knowledge translate the following sentence to Urdu: 'In the world of business, a golden key can open any door, meaning that wealth and influence can help you achieve almost anything.'",کاروبار کی دنیا میں، ایک سونے کی چابی کسی بھی دروازہ کھول سکتی ہے، یعنی دولت اور اثر سے آپ کو تقریبا ہر چیز حاصل کرنے میں مدد مل سکتی ہے۔,کاروبار کی دنیا میں، آر کی ڈھال ٹال دے وبال، یعنی دولت اور اثر و رسوخ سے آپ تقریباً کچھ بھی حاصل کر سکتے ہیں۔,3.0,1.0,3.0,1.0
مشکل کام,A HARD NUT TO CRACK,a sledgehammer to crack a nut,0.7817681431770325,yes,"Using a sledgehammer to crack a nut, the company's drastic measures to address minor customer complaints seemed excessively heavy-handed.","'مشکل کام' means 'a sledgehammer to crack a nut'. Given the above knowledge translate the following sentence to Urdu: 'Using a sledgehammer to crack a nut, the company's drastic measures to address minor customer complaints seemed excessively heavy-handed.'",مشکل کام کرنے والی شرکت کے تنقیدات کو حل کرنے کے لیے انتہائی سنگین اقدامات بے جواہر معلوم ہوئے۔,ایک معمولی شکایت کو حل کرنے کے لیے سلیج ہیمر کا استعمال کرتے ہوئے، کمپنی کے شدید اقدامات بہت زیادہ سخت لگتے تھے۔,1.0,3.0,1.0,3.0
ٹیڑھی کھیر,A HARD NUT TO CRACK,a sledgehammer to crack a nut,0.7817681431770325,yes,Using a lengthy and complex legal process to resolve a minor dispute is like using a sledgehammer to crack a nut.,'ٹیڑھی کھیر' means 'a sledgehammer to crack a nut'. Given the above knowledge translate the following sentence to Urdu: 'Using a lengthy and complex legal process to resolve a minor dispute is like using a sledgehammer to crack a nut.',ایک چھوٹے تنازعے حل کرنے کے لیے طویل اور پیچیدہ قانونی عمل کو استعمال کرنا ٹیڑھی کھیر کا استعمال کرنے جیسا ہے۔,ایک معمولی تنازعہ کو حل کرنے کے لئے طویل اور پیچیدہ قانونی عمل کا استعمال کرنا ٹیڑھی کھیر ہے۔,1.0,1.0,1.0,1.0
ایسی حالت جس میں کامیابی یا ناکامی دونوں ممکن ہوں,A HIT OR A MISS,hit or miss,0.8629286289215088,yes,Buying clothes online can be a bit hit or miss since you can't try them on beforehand.,'ایسی حالت جس میں کامیابی یا ناکامی دونوں ممکن ہوں' means 'hit or miss'. Given the above knowledge translate the following sentence to Urdu: 'Buying clothes online can be a bit hit or miss since you can't try them on beforehand.',آن لائن کپڑے خریدنا تھوڑا ٹھیک ٹھاک ہو سکتا ہے کیونکہ آپ پہلے سے انہیں پرو کرنے کا موقع نہیں ملتا۔,آن لائن کپڑے خریدنا تھوڑا سا ایسا ہو سکتا ہے جس میں کامیابی یا ناکامی دونوں ممکن ہوں کیونکہ آپ انہیں پہلے پہن کر نہیں دیکھ سکتے۔,2.0,3.0,1.0,3.0
نیم حکیم خطرہ جان نیم ملا خطرہ ایمان,A LITTLE KNOWLEDGE IS DANGEROUS THING,a little learning is a dangerous thing,0.7772916555404663,yes,"He thought he knew how to fix the wiring after watching a few online videos, but a little learning is a dangerous thing.","'نیم حکیم خطرہ جان نیم ملا خطرہ ایمان' means 'a little learning is a dangerous thing'. Given the above knowledge translate the following sentence to Urdu: 'He thought he knew how to fix the wiring after watching a few online videos, but a little learning is a dangerous thing.'",وہ سمجھتا تھا کہ وہ کچھ آن لائن ویڈیوز دیکھ کر تار کی مرمت کرنا جانتا ہے، مگر نیم حکیم خطرہ جان نیم ملا خطرہ ایمان ہے۔,اس نے سوچا کہ چند آن لائن ویڈیوز دیکھ کر وہ وائرنگ ٹھیک کرنا جانتا ہے، لیکن نیم حکیم خطرہ جان نیم ملا خطرہ ایمان۔,3.0,3.0,3.0,3.0
